# name	planet_status	mass	mass_error_min	mass_error_max	mass_sini	mass_sini_error_min	mass_sini_error_max	radius	radius_error_min	radius_error_max	orbital_period	orbital_period_error_min	orbital_period_error_max	semi_major_axis	semi_major_axis_error_min	semi_major_axis_error_max	eccentricity	eccentricity_error_min	eccentricity_error_max	inclination	inclination_error_min	inclination_error_max	angular_distance	discovered	updated	omega	omega_error_min	omega_error_max	tperi	tperi_error_min	tperi_error_max	tconj	tconj_error_min	tconj_error_max	tzero_tr	tzero_tr_error_min	tzero_tr_error_max	tzero_tr_sec	tzero_tr_sec_error_min	tzero_tr_sec_error_max	lambda_angle	lambda_angle_error_min	lambda_angle_error_max	impact_parameter	impact_parameter_error_min	impact_parameter_error_max	tzero_vr	tzero_vr_error_min	tzero_vr_error_max	k	k_error_min	k_error_max	temp_calculated	temp_calculated_error_min	temp_calculated_error_max	temp_measured	hot_point_lon	geometric_albedo	geometric_albedo_error_min	geometric_albedo_error_max	log_g	publication	detection_type	mass_detection_type	radius_detection_type	alternate_names	molecules	star_name	ra	dec	mag_v	mag_i	mag_j	mag_h	mag_k	star_distance	star_distance_error_min	star_distance_error_max	star_metallicity	star_metallicity_error_min	star_metallicity_error_max	star_mass	star_mass_error_min	star_mass_error_max	star_radius	star_radius_error_min	star_radius_error_max	star_sp_type	star_age	star_age_error_min	star_age_error_max	star_teff	star_teff_error_min	star_teff_error_max	star_detected_disc	star_magnetic_field	star_alternate_names
HD 21411 b	Confirmed				0.2073	0.0805	0.0805				84.288	0.127	0.127	0.362	0.007	0.007	0.4	0.15	0.15					2019	2019-04-19	332.4	17.74	17.74																						11.47	4.33	4.33										Published in a refereed paper	Radial Velocity	Radial Velocity				HD 21411	51.55	-30.62						29.15	0.03	0.03				0.89	0.05	0.05				G8V				5605.0	132.0	247.0			
HD 214823 b	Confirmed				20.56	0.31	0.31	1.082			1853.9	1.6	1.6	3.23	0.19	0.19	0.1633	0.0036	0.0036					2016	2018-12-30	122.9	1.7	1.7	2455642.1	8.6	8.6																			285.2	1.3	1.3										Published in a refereed paper	Radial Velocity	Radial Velocity	Theoretical			HD 214823	340.082916673	31.7875916857	8.078					101.7			0.17	0.02	0.02	1.31	0.13	0.13	2.04			G0V	2.7	0.2	0.2	5933.0	30.0	30.0			
HD 215152 b	Confirmed				0.00628	0.00235	0.0013				5.75942	0.00095	0.0019	0.057635	0.000755	0.000742	0.357	0.351	0.108					2018	2018-02-20	352.7	143.4	143.4																						0.907	0.364	0.151										Published in a refereed paper	Radial Velocity	Radial Velocity				HD 215152	340.8375	-6.4008333	6.45					21.5	0.4	0.4	-0.1	0.04	0.04	0.77	0.015	0.015	0.73	0.018	0.018	K3V				4935.0	76.0	76.0	IR Excess		
HD 215152 c	Confirmed				0.004801	0.00177	0.00249				7.28345	0.00869	0.00343	0.067399	0.000898	0.000854	0.163	0.16	0.223				0.003033	2011	2018-02-20	233.1	164.7	167.6																						0.608	0.221	0.315										Published in a refereed paper	Radial Velocity	Radial Velocity				HD 215152	340.8375	-6.4008333	6.45					21.5	0.4	0.4	-0.1	0.04	0.04	0.77	0.015	0.015	0.73	0.018	0.018	K3V				4935.0	76.0	76.0	IR Excess		
HD 215152 d	Confirmed				0.008511	0.00259	0.00287				10.8642	0.005	0.00617	0.08799	0.00115	0.00113	0.333	0.326	0.182				0.003963	2011	2018-02-20	184.2	131.6	151.5																						0.986	0.317	0.3										Published in a refereed paper	Radial Velocity					HD 215152	340.8375	-6.4008333	6.45					21.5	0.4	0.4	-0.1	0.04	0.04	0.77	0.015	0.015	0.73	0.018	0.018	K3V				4935.0	76.0	76.0	IR Excess		
HD 215152 e	Confirmed				0.01091	0.006711	0.00145				25.1968	0.0526	0.0478	0.15417	0.00204	0.00199	0.173	0.169	0.287					2018	2018-02-20	163.9	167.1	167.3																						0.914	0.559	0.128										Published in a refereed paper	Radial Velocity	Radial Velocity				HD 215152	340.8375	-6.4008333	6.45					21.5	0.4	0.4	-0.1	0.04	0.04	0.77	0.015	0.015	0.73	0.018	0.018	K3V				4935.0	76.0	76.0	IR Excess		
HD 215456 b	Confirmed				0.101						191.99			0.652			0.15						0.017158	2011	2011-09-11																																					Submitted to a professional journal	Radial Velocity					HD 215456	341.5333333	-48.9677778	6.63					38.0	0.7	0.7										G0.5V									
HD 215456 c	Confirmed				0.246						2277.0			3.394			0.19						0.089316	2011	2011-09-11																																					Submitted to a professional journal	Radial Velocity					HD 215456	341.5333333	-48.9677778	6.63					38.0	0.7	0.7										G0.5V									
HD 215497 b	Confirmed				0.02						3.93404	0.00066	0.00066	0.047			0.16	0.009	0.009				0.001068	2009	2010-12-05	96.0	34.0	34.0	54858.95	0.37	0.37																															Submitted to a professional journal	Radial Velocity					HD 215497	341.6541667	-56.5994444	8.97					44.0	2.0	2.0	0.23	0.07	0.07	0.87	0.023	0.023				K3V	7.0	inf	nan	5113.0	93.0	93.0			
HD 215497 c	Confirmed				0.33						567.94	2.7	2.7	1.282			0.49	0.04	0.04				0.029136	2009	2010-12-05	45.0	4.0	4.0	55003.48	5.15	5.15																															Submitted to a professional journal	Radial Velocity					HD 215497	341.6541667	-56.5994444	8.97					44.0	2.0	2.0	0.23	0.07	0.07	0.87	0.023	0.023				K3V	7.0	inf	nan	5113.0	93.0	93.0			
HD 216435 b	Confirmed				1.26	0.13	0.13				1311.0	49.0	49.0	2.56	0.17	0.17	0.07	0.078	0.078				0.076877	2002	2016-01-15	100.0			2450870.0	210.0	210.0																															Published in a refereed paper	Radial Velocity					HD 216435	343.4041667	-48.5980556	6.03					33.3			0.244			1.3			2.0	0.7	0.7	G0 V	5.27			5767.0			IR Excess		
HD 216437 b	Confirmed				1.82						1256.0	35.0	35.0	2.32			0.29	0.12	0.12				0.087547	2002	2010-12-29	63.0	22.0	22.0	50693.0	130.0	130.0																															Published in a refereed paper	Radial Velocity					HD 216437	343.6625	-70.0736111	6.06					26.5			0.25			1.06			1.1			G4 IV-V	12.96			5636.0					
HD 216536 b	Confirmed				1.47	0.12	0.2				148.6	0.7	0.7	0.609	0.002	0.002	0.38	0.12	0.12					2015	2016-01-10	270.0	21.0	21.0	2453587.0	11.0	11.0																			50.0	4.0	8.0										Published in a refereed paper	Radial Velocity	Radial Velocity				HD 216536	338.95	44.477777796	9.23								-0.17	0.09	0.09	1.36	0.38	0.38	12.5	4.0	4.0	K0	3.8	4.3	2.0	4639.0	45.0	45.0			
HD 216770 b	Confirmed				0.65						118.45	0.4	0.4	0.46			0.37	0.06	0.06				0.012105	2003	2010-12-29	281.0	10.0	10.0	52672.0	3.5	3.5																															Published in a refereed paper	Radial Velocity					HD 216770	343.9708333	-26.6586111	8.1					38.0			0.23			0.9			1.0			K1 V	3.6			5248.0					
HD 21693 b	Confirmed				0.0322	0.0046	0.0046				22.656	0.0236	0.0236	0.1484	0.0024	0.0024	0.26	0.17	0.17				0.00458	2011	2011-09-11																																					Submitted to a professional journal	Radial Velocity					HD 21693	51.8	-58.3236111	7.94					32.4	0.5	0.5										G9IV									
HD 21693 c	Confirmed				0.06472	0.0057	0.0057				53.881	0.0704	0.0704	0.2644	0.0044	0.0044	0.24	0.09	0.09				0.00816	2011	2011-09-11																																					Published in a refereed paper	Radial Velocity					HD 21693	51.8	-58.3236111	7.94					32.4	0.5	0.5										G9IV									
HD 217107 b	Confirmed				1.394	0.06	0.057				7.126853	1.2e-05	1.2e-05	0.0746	0.0016	0.0016	0.1272	0.0028	0.0028				0.003702	1998	2020-09-28	23.0	1.3	1.3	244998.4	0.04	0.04																			140.0	0.42	0.42										Published in a refereed paper	Radial Velocity	Radial Velocity				HD 217107	344.5625	-2.395	6.16					19.72	0.3	0.3	0.37	0.05	0.05	1.02			1.08			G8 IV	7.32			5666.0	40.0	40.0			
HD 217107 c	Confirmed				4.09	0.23	0.23				5059.3	49.0	53.0	5.94	0.13	0.13	0.4	0.01	0.01				0.267241	1998	2020-09-28	204.0	18.0	18.0	2450921.0	84.0	84.0																			49.85	1.4	1.5										Published in a refereed paper	Radial Velocity	Radial Velocity				HD 217107	344.5625	-2.395	6.16					19.72	0.3	0.3	0.37	0.05	0.05	1.02			1.08			G8 IV	7.32			5666.0	40.0	40.0			
HD 217786 A b	Confirmed				13.0	0.8	0.8				1319.0	4.0	4.0	2.38	0.04	0.04	0.4	0.05	0.05				0.043431	2010	2019-12-13	100.0	2.0	2.0	56053.0	7.0	7.0																															Published in a refereed paper	Radial Velocity			HD 217786 b		HD 217786 A	345.7833333	0.4297222	7.8					54.8	2.0	2.0	-0.135	0.043	0.043	1.02	0.03	0.03	1.27	0.06	0.06	F8V	7.6			5966.0	65.0	65.0			HD 217786
HD 217850 b	Confirmed				22.16	0.73	0.73				3508.1	2.7	2.7	4.656	0.065	0.065	0.7584	0.0016	0.0016					2018	2019-09-04	165.68	0.26	0.26	2457552.0	1.1	1.1																			433.4	2.7	2.7										Published in a refereed paper	Radial Velocity	Radial Velocity				HD 217850	345.654166679	58.876111136	8.5					61.0			0.26			1.03	0.16	0.16				G8V	7.6	1.3	1.3						
HD 218566 b	Confirmed				0.21	0.02	0.02				225.7	0.4	0.4	0.6873	0.0008	0.0008	0.3	0.1	0.1				0.022956	2010	2010-11-18	36.0	24.0	24.0	10360.0	154.0	154.0																															Published in a refereed paper	Radial Velocity					HD 218566	347.2958333	-2.2608333	8.63					29.94	1.11	1.11	0.38			0.85	0.03	0.03	0.86	0.08	0.08	K3V	8.5			4820.0					
HD 219077 b	Confirmed				13.4	0.78	0.78				5513.0	45.0	50.0	7.03	0.2	0.2	0.768	0.004	0.004					2012	2019-05-02	55.6	0.7	0.7	2450455.8	1.4	1.4																			181.9	1.7	1.7										Published in a refereed paper	Radial Velocity	Radial Velocity				HD 219077	348.5292	-62.7	6.12					29.35	0.3	0.3	-0.13	0.01	0.01	1.05	0.02	0.02				G8V	8.9	0.3	0.3	5362.0	18.0	18.0			
HD 219134 c	Confirmed	0.01246	0.00107	0.00107	0.004754	0.000148	0.000148	0.12624	0.00437	0.00437	6.765159	3.6e-05	3.3e-05	0.062			0.0	0.0	0.26					2015	2021-02-16				2449908.5	0.5	0.5				2458766.16927	0.00066	0.00069													1.4	0.2	0.2										Published in a refereed paper	Radial Velocity	Theoretical	Primary Transit			HD 219134	348.320833339	57.168333338	5.57					6.55			0.11	0.04	0.04	0.794			0.778	0.005	0.005	K3V				4699.0	16.0	16.0			
HD 219134 d	Confirmed	0.05236			0.067	0.004	0.004				46.71	0.01	0.01	0.225			0.0							2015	2019-09-24				2449964.0	1.0	1.0																			4.4	0.2	0.2										Published in a refereed paper	Radial Velocity	Spectrum				HD 219134	348.320833339	57.168333338	5.57					6.55			0.11	0.04	0.04	0.794			0.778	0.005	0.005	K3V				4699.0	16.0	16.0			
HD 219134 e	Confirmed				0.223	0.006	0.189				1842.0	292.0	4199.0	2.56	0.15	3.41	0.34	0.17	0.17					2015	2018-11-28	345.42	36.83	16.38																						5.05	1.57	1.57										Published in a refereed paper	Radial Velocity	Radial Velocity				HD 219134	348.320833339	57.168333338	5.57					6.55			0.11	0.04	0.04	0.794			0.778	0.005	0.005	K3V				4699.0	16.0	16.0			
HD 219134 g	Confirmed				0.034	0.004	0.004				94.2	0.2	0.2	0.3753	0.0004	0.0004	0.0							2015	2015-11-17				2449972.0	5.0	5.0																			1.8	0.2	0.2										Published in a refereed paper	Radial Velocity	Radial Velocity				HD 219134	348.320833339	57.168333338	5.57					6.55			0.11	0.04	0.04	0.794			0.778	0.005	0.005	K3V				4699.0	16.0	16.0			
HD 219134 h	Confirmed				0.34	0.02	0.02				2198.0	51.0	51.0	3.064	0.048	0.048	0.37	0.18	0.18					2015	2018-11-28	180.0	19.0	19.0	2448616.291																					5.5	1.3	1.3										Published in a refereed paper	Radial Velocity	Radial Velocity				HD 219134	348.320833339	57.168333338	5.57					6.55			0.11	0.04	0.04	0.794			0.778	0.005	0.005	K3V				4699.0	16.0	16.0			
HD 219415 b	Confirmed				1.0						2093.3	32.7	32.7	3.2										2012	2013-01-17				2453460.9	57.7	57.7																															Published in a refereed paper	Radial Velocity					HD 219415	348.725	56.7303	8.94								-0.04	0.07	0.07	1.0	0.1	0.1	2.9	0.4	0.4	K0III				4820.0	20.0	20.0			
HD 219828 b	Confirmed				0.0661	0.0044	0.0044				3.834887	9.6e-05	9.6e-05	0.045			0.059	0.036	0.036				0.000641	2007	2016-05-24	255.0	38.0	38.0	2455998.78	0.036	0.036																			7.53	0.28	0.28										Published in a refereed paper	Radial Velocity	Radial Velocity				HD 219828	349.6958333	18.6458333	8.04					81.1	1.0	1.0	0.19	0.03	0.03	1.24			1.7	0.16	0.16	G0IV	5.8	1.2	1.2	5891.0	18.0	18.0			
HD 219828 c	Confirmed				15.1	0.85	0.85				4791.0	75.0	75.0	5.96			0.8118	0.0032	0.0032					2016	2017-06-08	145.77	0.28	0.28	2454180.7	1.2	1.2																			269.4	4.7	4.7										Published in a refereed paper	Radial Velocity	Radial Velocity				HD 219828	349.6958333	18.6458333	8.04					81.1	1.0	1.0	0.19	0.03	0.03	1.24			1.7	0.16	0.16	G0IV	5.8	1.2	1.2	5891.0	18.0	18.0			
HD 220074 b	Confirmed				11.1	1.8	1.8				672.1	3.7	3.7	1.6	0.1	0.1	0.14	0.05	0.05					2012	2012-11-13	323.0	8.5	8.5	2451158.2	31.7	31.7																															Published in a refereed paper	Radial Velocity					HD 220074	350.0583	61.97	6.4					290.2	45.5	45.5	-0.25	0.25	0.25	1.2	0.3	0.3	49.67	9.5	9.5	M2III	4.5	2.8	2.8	3935.0	110.0	110.0			
HD 220197 b	Confirmed				0.2	0.04	0.07				1728.0	80.0	160.0	2.729	0.085	0.168	0.187	0.132	0.279					2018	2020-03-09	159.0	81.0	55.0	2456636.3	428.0	196.0																			3.78	0.72	1.78										Published in a refereed paper	Radial Velocity					HD 220197	350.491666686	16.632500025	9.0					64.5	0.2	0.2	-0.55	0.02	0.02	0.91	0.02	0.02	0.98	0.02	0.02	F8V	10.165	1.37	1.37	5683.0	15.0	15.0			
HD 220689 b	Confirmed				1.06	0.09	0.09				2209.0	103.0	81.0	3.36	0.09	0.09	0.16	0.07	0.1					2011	2019-06-13	137.0	75.0	75.0	2455649.0	413.0	413.0																															Published in a refereed paper	Radial Velocity					HD 220689	351.4708333	-20.6161111	7.77					44.6	1.5	1.5										G3V									
HD 220773 b	Confirmed				1.45	0.3	0.3				3724.7	463.0	463.0	4.94	0.2	0.2	0.51	0.1	0.1				0.100816	2012	2012-02-03	226.0	13.0	13.0	2453866.4	95.0	95.0																															Published in a refereed paper	Radial Velocity					HD 220773	351.6125	8.6438889	7.09					49.0			0.09	0.06	0.06	1.16						F9	4.4			5940.0	100.0	100.0			
HD 220842 A b	Confirmed				3.18	0.15	0.15				218.47	0.19	0.19	0.74	0.018	0.018	0.404	0.009	0.009					2016	2019-12-12	225.1	1.7	1.7	2456624.8	0.8	0.8																			108.1	1.2	1.2										Published in a refereed paper	Radial Velocity			HD 220842 b		HD 220842 A	351.654166679	56.886666687	7.99					62.5	2.5	2.5	-0.17	0.02	0.02	1.13						F8				5920.0	30.0	30.0			HD 220842
HD 221287 b	Confirmed				3.09	0.79	0.79				456.1	7.7	7.7	1.25	0.04	0.04	0.08	0.17	0.17				0.023629	2007	2014-08-30	98.0	92.0	92.0	2453263.0	52.0	99.0																															Published in a refereed paper	Radial Velocity					HD 221287	352.8333333	-58.2097222	7.82					52.9	2.4	2.4	0.03	0.05	0.05	1.25	0.1	0.1				F7 V	1.3			6304.0	45.0	45.0			
HD 221420 b	Confirmed				9.7	1.1	1.1				22482.0	4200.0	4200.0				0.42	0.07	0.07					2019	2019-05-02	164.4	6.3	6.9																						54.7	3.6	4.2										Published in a refereed paper	Radial Velocity	Radial Velocity				HD 221420	353.33333334	-77.385277787	5.8					31.8			0.29			1.67	0.11	0.11				G2IV-V				5830.0					
HD 221585 b	Confirmed				1.61	0.14	0.14				1173.0	16.0	16.0	2.306	0.081	0.081	0.123	0.069	0.069					2016	2016-04-29				2455050.0	93.0	93.0																			27.9	1.6	1.6										Published in a refereed paper	Radial Velocity	Radial Velocity				HD 221585	353.225000018	63.1554805629	7.474								0.29	0.02	0.02	1.19	0.12	0.12				G8IV	6.2	0.5	0.5	5620.0	27.0	27.0			
HD 222076 b	Confirmed				1.56	0.11	0.11				871.0	19.0	19.0	1.83	0.03	0.03	0.08	0.05	0.05					2016	2017-06-29	241.0	60.0	60.0	2454264.0	180.0	180.0																			31.9	2.3	2.3										Published in a refereed paper	Radial Velocity	Radial Velocity				HD 222076	354.533333336	-70.903333354	7.48					83.5	4.3	4.3	0.05	0.1	0.1	1.07	0.25	0.25	4.14	0.6	0.6					4806.0	100.0	100.0			
HD 222155 b	Confirmed				1.9	0.53	0.67				3999.0	541.0	541.0	5.1	0.7	0.7	0.16	0.22	0.22				0.10387	2012	2012-05-24	137.0	52.0	52.0	2456319.0	498.0	498.0																															Published in a refereed paper	Radial Velocity					HD 222155	354.5	48.9963889	7.1					49.1	1.5	1.5	-0.11	0.05	0.05	1.13	0.11	0.11	1.67	0.7	0.7	G2V	8.2	0.7	0.7	5765.0	22.0	22.0			
HD 222582 b	Confirmed				7.75	0.65	0.65				572.38	0.61	0.61	1.35	0.08	0.08	0.725	0.012	0.012				0.032143	1999	2016-01-15	319.01	0.87	0.87	2450706.7	2.8	2.8																															Published in a refereed paper	Radial Velocity					HD 222582	355.4625	-5.9855556	7.7					42.0			-0.0229			0.99			1.15			G5	6.16			5662.0					
HD 224538 b	Confirmed				5.97	0.42	0.42				1189.1	5.1	5.1	2.28	0.08	0.08	0.464	0.022	0.022					2016	2016-04-02	24.0	2.0	2.0																						107.0	2.4	2.4										Published in a refereed paper	Radial Velocity	Radial Velocity				HD 224538	359.716666684	-61.586666681	8.06					77.76	4.41	4.41	0.27	0.1	0.1	1.54	0.06	0.06	1.34	0.05	0.05	F9IV/V	2.0	2.0	3.0	6097.0	100.0	100.0			
HD 224693 b	Confirmed				0.71						26.73	0.02	0.02	0.233			0.05	0.03	0.03				0.002479	2006	2006-04-17	6.0	200.0	200.0	2453193.9	3.0	3.0																															Published in a refereed paper	Radial Velocity					HD 224693	359.975	-22.4280556	8.23					94.0			0.343	0.03	0.03	1.33	0.1	0.1	1.7	0.3	0.3	G2IV	2.0	0.5	0.5	6037.0	44.0	44.0			
HD 22781 b	Confirmed				13.65	0.97	0.97				528.07	0.14	0.14	1.167	0.039	0.039	0.8191	0.0023	0.0023				0.03671	2011	2011-11-03	315.92	0.56	0.56	2454881.4	0.12	0.12																															Published in a refereed paper	Radial Velocity					HD 22781	55.2083333	31.8263889	8.77					31.79			-0.37	0.12	0.12	0.75	0.03	0.03				K0V	4.75	4.15	4.15	5027.0	50.0	50.0			
HD 23079 b	Confirmed				2.45	0.21	0.21				730.6	5.7	5.7	1.596	0.093	0.093	0.102	0.031	0.031				0.043103	2001	2016-01-21	55.0	17.0	17.0	2450492.0	37.0	37.0																															Published in a refereed paper	Radial Velocity					HD 23079	54.9291667	-52.9158333	7.1					34.8			-0.24			1.1	0.15	0.15	1.13			F8/G0 V	6.53			5848.0					
HD 23127 b	Confirmed				1.5	0.2	0.2				1214.0	9.0	9.0	2.4	0.3	0.3	0.44	0.07	0.07				0.026936	2007	2016-01-14	190.0	6.0	6.0	2450229.0	19.0	19.0																															Published in a refereed paper	Radial Velocity					HD 23127	54.85	-60.0777778	8.58					89.1			0.34			1.13						G2V	7.1			5927.0					
HD 231701 b	Confirmed				1.08						141.89	0.15	0.15	0.53			0.096	0.069	0.069				0.004889	2007	2019-06-13	54.4	3.69	3.69	2454885.141	1.422	1.422																			39.06	2.64	2.64										Published in a refereed paper	Radial Velocity					HD 231701	293.0166667	16.4741667	8.97					108.4			0.07	0.03	0.03	1.14	0.08	0.08	1.35	0.2	0.2	F8V	4.9	1.3	1.3	6208.0	44.0	44.0			
HD 233604 b	Confirmed				6.575						192.0	0.22	0.22	0.747			0.05	0.03	0.03					2013	2013-04-30	281.0	83.0	83.0	2453022.0	77.0	77.0																															Published in a refereed paper	Radial Velocity					HD 233604	137.4542	53.5681	10.41								-0.36	0.04	0.04	1.5	0.3	0.3	10.9	0.6	0.6	K5	2.4	1.8	1.8	4791.0	45.0	45.0			
HD 233832 b	Confirmed				2.72	0.23	0.23				4047.0	117.0	91.0	4.438	0.09	0.07	0.381	0.029	0.029					2018	2020-03-09	321.365	8.0	6.0	2456874.9	90.0	75.4																			47.18	3.2	3.5										Published in a refereed paper	Radial Velocity					HD 233832	171.520833335	50.37555557	10.0					58.8	0.3	0.3	-0.66	0.03	0.03	0.71	0.02	0.02	0.68	0.03	0.03	K0V	5.417	4.2	4.2	4981.0	31.0	31.0			
HD 23596 b	Confirmed				8.1						1565.0	21.0	21.0	2.88			0.292	0.023	0.023				0.055385	2002	2010-12-29	274.1	3.9	3.9	2451604.0	15.0	15.0																															Published in a refereed paper	Radial Velocity					HD 23596	57.0	40.5305556	7.24					52.0			0.32			1.27	0.04	0.04	2.09	0.24	0.24	F8	6.89			5888.0					
HD 238090 b	Confirmed				0.02168	0.00299	0.00299				13.671	0.011	0.011	0.0932	0.0011	0.0011	0.3	0.17	0.17					2020	2020-10-02	119.3	25.0	23.0	2458630.09	0.55	0.55																			2.85	0.39	0.39	469.6	2.6	2.6							Published in a refereed paper	Radial Velocity	Radial Velocity		GJ 458 A b		HD 238090	185.337500007	54.486111123	10.0					14.24	0.01	0.01	-0.03	0.16	0.16	0.578	0.021	0.021	0.57	0.016	0.016	M0V				3933.0	51.0	51.0			GJ 458 A
HD 238914 b	Confirmed				6.0	2.7	2.7				4100.0	240.0	210.0	5.7	0.9	0.9	0.56	0.05	0.07					2018	2020-03-08	318.0	8.0	8.0	2460540.0	250.0	230.0																			71.0	11.0	7.0										Published in a refereed paper	Radial Velocity					HD 238914	279.58333334	59.253888897	12.0					590.0	90.0	90.0	-0.25	0.09	0.09	1.47	0.47	0.47	12.73	3.89	3.89	K7				4769.0	15.0	15.0			
HD 240210 b	Confirmed				6.9						501.75	2.33	2.33	1.33			0.15	0.02	0.02				0.009301	2009	2014-08-27	277.49	7.77	7.77	2454487.38	10.93	10.93																															Published in a refereed paper	Radial Velocity					HD 240210	347.6208333	57.0294444	8.33					143.0	53.0	53.0	-0.18	0.12	0.12	1.25	0.25	0.25				K3III				4290.0	13.0	13.0			
HD 240237 b	Confirmed				5.3						745.7	13.8	13.8	1.9			0.4	0.1	0.1				0.001267	2010	2011-10-10	108.1	21.8	21.8	44292.0	28.3	28.3																															Submitted to a professional journal	Radial Velocity					HD 240237	348.925	58.0433333	8.19					1500.0			-0.26	0.07	0.07	1.69	0.42	0.42	32.0	1.0	1.0	K2III				4361.0	10.0	10.0			
HD 24040 b	Confirmed				4.01	0.49	0.49				3668.0	170.0	170.0	4.92	0.38	0.38	0.04	0.06	0.06				0.105784	2006	2012-05-24	154.0	54.0	54.0	2454308.0	839.0	839.0																															Submitted to a professional journal	Radial Velocity					HD 24040	57.5958333	17.4763889	7.52					46.51	2.3	2.3	0.206	0.03	0.03	1.18						G0	6.68	1.52	1.52	5853.0	44.0	44.0			
HD 24040 c	Confirmed				0.201	0.027	0.027				515.4	2.5	2.2	1.3	0.021	0.021	0.11	0.079	0.12					2021	2021-05-27	343.0	50.0	74.0				2454984.0	19.0	19.0																												Published in a refereed paper	Radial Velocity	Radial Velocity				HD 24040	57.5958333	17.4763889	7.52					46.51	2.3	2.3	0.206	0.03	0.03	1.18						G0	6.68	1.52	1.52	5853.0	44.0	44.0			
HD 24064 b	Confirmed				9.4	1.3	1.3				555.6	3.0	3.0	1.29	0.05	0.05	0.35	0.08	0.08					2015	2015-10-01	250.8	6.3	6.3	2455278.3	11.8	11.8																			251.0	9.3	9.3										Published in a refereed paper	Radial Velocity	Radial Velocity				HD 24064	59.150000012	74.080000012	6.75					264.4	31.2	31.2	-0.49	0.06	0.06	1.0	0.1	0.1	38.0	2.9	2.9	K0	9.0	2.1	2.1	4052.5	22.5	22.5			
HD 24085 b	Confirmed				0.0371	0.0098	0.0098				2.0455	0.0002	0.0002	0.034	0.001	0.001	0.22	0.12	0.12					2019	2019-04-19	8.92	54.83	54.83																						5.4	1.37	1.37										Published in a refereed paper	Radial Velocity	Radial Velocity				HD 24085	56.26	-70.02						54.97	0.06	0.06				1.22	0.07	0.07				G0V				6034.0	53.0	32.0			
HD 25015 b	Confirmed				4.48	0.3	0.3				6019.0	263.0	680.0	6.19	0.23	0.45	0.39	0.07	0.09					2019	2019-04-03	77.7	8.6	9.8	2455852.0	140.0	160.0																			60.1	3.2	3.2										Published in a refereed paper	Radial Velocity	Radial Velocity				HD 25015	59.433333348	-20.267777784	8.9					37.45	0.07	0.07	0.04	0.04	0.04	0.86	0.05	0.05	0.83	0.04	0.04	K2V	4.0	3.41	3.41	5160.0	63.0	63.0			
HD 25171 b	Confirmed				0.95	0.1	0.1				1845.0	15.0	15.0	3.02	0.16	0.16	0.08	0.06	0.06				0.054909	2010	2010-12-19	96.0	89.0	89.0	55301.0	449.0	449.0																															Published in a refereed paper	Radial Velocity					HD 25171	58.9541667	-65.1866667	7.79					55.0	1.5	1.5	-0.11	0.044	0.044	1.09	0.3	0.3	1.18	0.04	0.04	F8V	2.0	1.6	1.6	6160.0	65.0	65.0			
HD 25723 b	Confirmed				2.51						456.78			1.49			0.05							2020	2020-10-26	89.48																								40.09												Published in a refereed paper	Radial Velocity	Radial Velocity				HD 25723	61.095833341	-12.795000025	5.6					117.9	4.93	5.58	-0.03	0.1	0.1	2.12	0.55	0.41	13.76	0.56	0.56	K1 III	0.95	0.25	0.59	4766.0	38.0	49.0			
HD 25723 c	Confirmed				1.33						2369.84			4.35			0.22							2020	2020-10-26	210.58																								13.59												Published in a refereed paper	Radial Velocity	Radial Velocity				HD 25723	61.095833341	-12.795000025	5.6					117.9	4.93	5.58	-0.03	0.1	0.1	2.12	0.55	0.41	13.76	0.56	0.56	K1 III	0.95	0.25	0.59	4766.0	38.0	49.0			
